,,,,,,,,,
,,TODDLER,,,,,,,
,S.NO.,AUTHOR,TITLE,PRICE,GENRE,BOOK CODE,ACC #,AVAILABILITY ON GOODREADS,DATE OF ADDITION
,81,Disney,Winnie the Pooh: An Arts and Crafts Day,150,1.01 English Books For Issue,1.01.DIS4,1081,,04-Jul-2018
,82,"Bounton, Sandra","Moo, Baa, La La La!",99,1.01 English Books For Issue,1.01.BOUS1,1082,,04-Jul-2018
,83,Emma Treehouse Ltd,My Friends,99,1.01 English Books For Issue,1.01.ETL1,1083,,04-Jul-2018
,84,"Bennett, David",Colours,99,1.01 English Books For Issue,1.01.BEND1,1084,,25-Sep-2018
,85,Brown Watson England,Playful Pets,150,1.01 English Books For Issue,1.01.BWE1,1085,,25-Sep-2018
,86,Rohan Publications,Learn Your Birds,50,1.01 English Books For Issue,1.01.ROHP1,1086,,25-Sep-2018
,87,,,,,,1087,,
,88,,,,,,1088,,
,89,,,,,,1089,,
,90,,,,,,1090,,
,91,,,,,,1091,,
,92,,,,,,1092,,
,93,,,,,,1093,,
,94,,,,,,1094,,
,95,,,,,,1095,,
,96,,,,,,1096,,
,97,,,,,,1097,,
,98,,,,,,1098,,
,99,,,,,,1099,,
,100,,,,,,1100,,
,101,,,,,,1101,,
,102,,,,,,1102,,
,103,,,,,,1103,,
,104,,,,,,1104,,
,105,,,,,,1105,,
,106,,,,,,1106,,
,107,,,,,,1107,,
,108,,,,,,1108,,
,109,,,,,,1109,,
,110,,,,,,1110,,
,111,,,,,,1111,,
,112,,,,,,1112,,
,113,,,,,,1113,,
,114,,,,,,1114,,
,115,,,,,,1115,,
,116,,,,,,1116,,
,117,,,,,,1117,,
,118,,,,,,1118,,
,119,,,,,,1119,,
,120,,,,,,1120,,
,121,,,,,,1121,,
,122,,,,,,1122,,
,123,,,,,,1123,,
,124,,,,,,1124,,
,125,,,,,,1125,,
,126,,,,,,1126,,
,127,,,,,,1127,,
,128,,,,,,1128,,
,129,,,,,,1129,,
,130,,,,,,1130,,
,131,,,,,,1131,,
,132,,,,,,1132,,
,133,,,,,,1133,,
,134,,,,,,1134,,
,135,,,,,,1135,,
,136,,,,,,1136,,
,137,,,,,,1137,,
,138,,,,,,1138,,
,139,,,,,,1139,,
,140,,,,,,1140,,
,141,,,,,,1141,,
,142,,,,,,1142,,
,143,,,,,,1143,,
,144,,,,,,1144,,
,145,,,,,,1145,,
,146,,,,,,1146,,
,147,,,,,,1147,,
,148,,,,,,1148,,
,149,,,,,,1149,,
,150,,,,,,1150,,
,151,,,,,,1151,,
,152,,,,,,1152,,
,153,,,,,,1153,,
,154,,,,,,1154,,
,155,,,,,,1155,,
,156,,,,,,1156,,
,157,,,,,,1157,,
,158,,,,,,1158,,
,159,,,,,,1159,,
,160,,,,,,1160,,
,161,,,,,,1161,,
,162,,,,,,1162,,
,163,,,,,,1163,,
,164,,,,,,1164,,
,165,,,,,,1165,,
,166,,,,,,1166,,
,167,,,,,,1167,,
,168,,,,,,1168,,
,169,,,,,,1169,,
,170,,,,,,1170,,
,171,,,,,,1171,,
,172,,,,,,1172,,
,173,,,,,,1173,,
,174,,,,,,1174,,
,175,,,,,,1175,,
,176,,,,,,1176,,
,177,,,,,,1177,,
,178,,,,,,1178,,
,179,,,,,,1179,,
,180,,,,,,1180,,
,181,,,,,,1181,,
,182,,,,,,1182,,
,183,,,,,,1183,,
,184,,,,,,1184,,
,185,,,,,,1185,,
,186,,,,,,1186,,
,187,,,,,,1187,,
,188,,,,,,1188,,
,189,,,,,,1189,,
,190,,,,,,1190,,
,191,,,,,,1191,,
,192,,,,,,1192,,
,193,,,,,,1193,,
,194,,,,,,1194,,
,195,,,,,,1195,,
,196,,,,,,1196,,
,197,,,,,,1197,,
,198,,,,,,1198,,
,199,,,,,,1199,,
,200,,,,,,1200,,
,201,,,,,,1201,,
,202,,,,,,1202,,
,203,,,,,,1203,,
,204,,,,,,1204,,
,205,,,,,,1205,,
,206,,,,,,1206,,
,207,,,,,,1207,,
,208,,,,,,1208,,
,209,,,,,,1209,,
,210,,,,,,1210,,
,211,,,,,,1211,,
,212,,,,,,1212,,
,213,,,,,,1213,,
,214,,,,,,1214,,
,215,,,,,,1215,,
,216,,,,,,1216,,
,217,,,,,,1217,,
,218,,,,,,1218,,
,219,,,,,,1219,,
,220,,,,,,1220,,
,221,,,,,,1221,,
,222,,,,,,1222,,
,223,,,,,,1223,,
,224,,,,,,1224,,
,225,,,,,,1225,,
,226,,,,,,1226,,
,227,,,,,,1227,,
,228,,,,,,1228,,
,229,,,,,,1229,,
,230,,,,,,1230,,
,231,,,,,,1231,,
,232,,,,,,1232,,
,233,,,,,,1233,,
,234,,,,,,1234,,
,235,,,,,,1235,,
,236,,,,,,1236,,
,237,,,,,,1237,,
,238,,,,,,1238,,
,239,,,,,,1239,,
,240,,,,,,1240,,
,241,,,,,,1241,,
,242,,,,,,1242,,
,243,,,,,,1243,,
,244,,,,,,1244,,
,245,,,,,,1245,,
,246,,,,,,1246,,
,247,,,,,,1247,,
,248,,,,,,1248,,
,249,,,,,,1249,,
,250,,,,,,1250,,
,251,,,,,,1251,,
,252,,,,,,1252,,
,253,,,,,,1253,,
,254,,,,,,1254,,
,255,,,,,,1255,,
,256,,,,,,1256,,
,257,,,,,,1257,,
,258,,,,,,1258,,
,259,,,,,,1259,,
,260,,,,,,1260,,
,261,,,,,,1261,,
,262,,,,,,1262,,
,263,,,,,,1263,,
,264,,,,,,1264,,
,265,,,,,,1265,,
,266,,,,,,1266,,
,267,,,,,,1267,,
,268,,,,,,1268,,
,269,,,,,,1269,,
,270,,,,,,1270,,
,271,,,,,,1271,,
,272,,,,,,1272,,
,273,,,,,,1273,,
,274,,,,,,1274,,
,275,,,,,,1275,,
,276,,,,,,1276,,
,277,,,,,,1277,,
,278,,,,,,1278,,
,,,,,,,1279,,
,,,,,,,1280,,
,,,,,,,1281,,
,,,,,,,1282,,
,,,,,,,1283,,
,,,,,,,1284,,
,,,,,,,1285,,
,,,,,,,1286,,
,,,,,,,1287,,
,,,,,,,1288,,
,,,,,,,1289,,
,,,,,,,1290,,
,,,,,,,1291,,
,,,,,,,1292,,
,,,,,,,1293,,
,,,,,,,1294,,
,,,,,,,1295,,
,,,,,,,1296,,
,,,,,,,1297,,
,,,,,,,1298,,
,,,,,,,1299,,
,,,,,,,1300,,
,,,,,,,1301,,
,,,,,,,1302,,
,,,,,,,1303,,
,,,,,,,1304,,
,,,,,,,1305,,
,,,,,,,1306,,
,,,,,,,1307,,
,,,,,,,1308,,
,,,,,,,1309,,
,,,,,,,1310,,
,,,,,,,1311,,
,,,,,,,1312,,
,,,,,,,1313,,
,,,,,,,1314,,
,,,,,,,1315,,
,,,,,,,1316,,
,,,,,,,1317,,
,,,,,,,1318,,
,,,,,,,1319,,
,,,,,,,1320,,
,,,,,,,1321,,
,,,,,,,1322,,
,,,,,,,1323,,
,,,,,,,1324,,
,,,,,,,1325,,
,,,,,,,1326,,
,,,,,,,1327,,
,,,,,,,1328,,
,,,,,,,1329,,
,,,,,,,1330,,
,,,,,,,1331,,
,,,,,,,1332,,
,,,,,,,1333,,
,,,,,,,1334,,
,,,,,,,1335,,
,,,,,,,1336,,
,,,,,,,1337,,
,,,,,,,1338,,
,,,,,,,1339,,
,,,,,,,1340,,
,,,,,,,1341,,
,,,,,,,1342,,
,,,,,,,1343,,
,,,,,,,1344,,
,,,,,,,1345,,
,,,,,,,1346,,
,,,,,,,1347,,
,,,,,,,1348,,
,,,,,,,1349,,
,,,,,,,1350,,
,,,,,,,1351,,
,,,,,,,1352,,
,,,,,,,1353,,
,,,,,,,1354,,
,,,,,,,1355,,
,,,,,,,1356,,
,,,,,,,1357,,
,,,,,,,1358,,
,,,,,,,1359,,
,,,,,,,1360,,
,,,,,,,1361,,
,,,,,,,1362,,
,,,,,,,1363,,
,,,,,,,1364,,
,,,,,,,1365,,
,,,,,,,1366,,
,,,,,,,1367,,
,,,,,,,1368,,
,,,,,,,1369,,
,,,,,,,1370,,
,,,,,,,1371,,
,,,,,,,1372,,
,,,,,,,1373,,
,,,,,,,1374,,
,,,,,,,1375,,
,,,,,,,1376,,
,,,,,,,1377,,
,,,,,,,1378,,
,,,,,,,1379,,
,,,,,,,1380,,
,,,,,,,1381,,
,,,,,,,1382,,
,,,,,,,1383,,
,,,,,,,1384,,
,,,,,,,1385,,
,,,,,,,1386,,
,,,,,,,1387,,
,,,,,,,1388,,
,,,,,,,1389,,
,,,,,,,1390,,
,,,,,,,1391,,
,,,,,,,1392,,
,,,,,,,1393,,
,,,,,,,1394,,
,,,,,,,1395,,
,,,,,,,1396,,
,,,,,,,1397,,
,,,,,,,1398,,
,,,,,,,1399,,
,,,,,,,1400,,
,,,,,,,1401,,
,,,,,,,1402,,
,,,,,,,1403,,
,,,,,,,1404,,
,,,,,,,1405,,
,,,,,,,1406,,
,,,,,,,1407,,
,,,,,,,1408,,
,,,,,,,1409,,
,,,,,,,1410,,
,,,,,,,1411,,
,,,,,,,1412,,
,,,,,,,1413,,
,,,,,,,1414,,
,,,,,,,1415,,
,,,,,,,1416,,
,,,,,,,1417,,
,,,,,,,1418,,
,,,,,,,1419,,
,,,,,,,1420,,
,,,,,,,1421,,
,,,,,,,1422,,
,,,,,,,1423,,
,,,,,,,1424,,
,,,,,,,1425,,
,,,,,,,1426,,
,,,,,,,1427,,
,,,,,,,1428,,
,,,,,,,1429,,
,,,,,,,1430,,
,,,,,,,1431,,
,,,,,,,1432,,
,,,,,,,1433,,
,,,,,,,1434,,
,,,,,,,1435,,
,,,,,,,1436,,
,,,,,,,1437,,
,,,,,,,1438,,
,,,,,,,1439,,
,,,,,,,1440,,
,,,,,,,1441,,
,,,,,,,1442,,
,,,,,,,1443,,
,,,,,,,1444,,
,,,,,,,1445,,
,,,,,,,1446,,
,,,,,,,1447,,
,,,,,,,1448,,
,,,,,,,1449,,
,,,,,,,1450,,
,,,,,,,1451,,
,,,,,,,1452,,
,,,,,,,1453,,
,,,,,,,1454,,
,,,,,,,1455,,
,,,,,,,1456,,
,,,,,,,1457,,
,,,,,,,1458,,
,,,,,,,1459,,
,,,,,,,1460,,
,,,,,,,1461,,
,,,,,,,1462,,
,,,,,,,1463,,
,,,,,,,1464,,
,,,,,,,1465,,
,,,,,,,1466,,
,,,,,,,1467,,
,,,,,,,1468,,
,,,,,,,1469,,
,,,,,,,1470,,
,,,,,,,1471,,
,,,,,,,1472,,
,,,,,,,1473,,
,,,,,,,1474,,
,,,,,,,1475,,
,,,,,,,1476,,
,,,,,,,1477,,
,,,,,,,1478,,
,,,,,,,1479,,
,,,,,,,1480,,
,,,,,,,1481,,
,,,,,,,1482,,
,,,,,,,1483,,
,,,,,,,1484,,
,,,,,,,1485,,
,,,,,,,1486,,
,,,,,,,1487,,
,,,,,,,1488,,
,,,,,,,1489,,
,,,,,,,1490,,
,,,,,,,1491,,
,,,,,,,1492,,
,,,,,,,1493,,
,,,,,,,1494,,
,,,,,,,1495,,
,,,,,,,1496,,
,,,,,,,1497,,
,,,,,,,1498,,
,,,,,,,1499,,
,,,,,,,1500,,
,,,,,,,1501,,
,,,,,,,1502,,
,,,,,,,1503,,
,,,,,,,1504,,
,,,,,,,1505,,
,,,,,,,1506,,
,,,,,,,1507,,
,,,,,,,1508,,
,,,,,,,1509,,
,,,,,,,1510,,
,,,,,,,1511,,
,,,,,,,1512,,
,,,,,,,1513,,
,,,,,,,1514,,
,,,,,,,1515,,
,,,,,,,1516,,
,,,,,,,1517,,
,,,,,,,1518,,
,,,,,,,1519,,
,,,,,,,1520,,
,,,,,,,1521,,
,,,,,,,1522,,
,,,,,,,1523,,
,,,,,,,1524,,
,,,,,,,1525,,
,,,,,,,1526,,
,,,,,,,1527,,
,,,,,,,1528,,
,,,,,,,1529,,
,,,,,,,1530,,
,,,,,,,1531,,
,,,,,,,1532,,
,,,,,,,1533,,
,,,,,,,1534,,
,,,,,,,1535,,
,,,,,,,1536,,
,,,,,,,1537,,
,,,,,,,1538,,
,,,,,,,1539,,
,,,,,,,1540,,
,,,,,,,1541,,
,,,,,,,1542,,
,,,,,,,1543,,
,,,,,,,1544,,
,,,,,,,1545,,
,,,,,,,1546,,
,,,,,,,1547,,
,,,,,,,1548,,
,,,,,,,1549,,
,,,,,,,1550,,
,,,,,,,1551,,
,,,,,,,1552,,
,,,,,,,1553,,
,,,,,,,1554,,
,,,,,,,1555,,
,,,,,,,1556,,
,,,,,,,1557,,
,,,,,,,1558,,
,,,,,,,1559,,
,,,,,,,1560,,
,,,,,,,1561,,
,,,,,,,1562,,
,,,,,,,1563,,
,,,,,,,1564,,
,,,,,,,1565,,
,,,,,,,1566,,
,,,,,,,1567,,
,,,,,,,1568,,
,,,,,,,1569,,
,,,,,,,1570,,
,,,,,,,1571,,
,,,,,,,1572,,
,,,,,,,1573,,
,,,,,,,1574,,
,,,,,,,1575,,
,,,,,,,1576,,
,,,,,,,1577,,
,,,,,,,1578,,
,,,,,,,1579,,
,,,,,,,1580,,
,,,,,,,1581,,
,,,,,,,1582,,
,,,,,,,1583,,
,,,,,,,1584,,
,,,,,,,1585,,
,,,,,,,1586,,
,,,,,,,1587,,
,,,,,,,1588,,
,,,,,,,1589,,
,,,,,,,1590,,
,,,,,,,1591,,
,,,,,,,1592,,
,,,,,,,1593,,
,,,,,,,1594,,
,,,,,,,1595,,
,,,,,,,1596,,
,,,,,,,1597,,
,,,,,,,1598,,
,,,,,,,1599,,
,,,,,,,1600,,
,,,,,,,1601,,
,,,,,,,1602,,
,,,,,,,1603,,
,,,,,,,1604,,
,,,,,,,1605,,
,,,,,,,1606,,
,,,,,,,1607,,
,,,,,,,1608,,
,,,,,,,1609,,
,,,,,,,1610,,
,,,,,,,1611,,
,,,,,,,1612,,
,,,,,,,1613,,
,,,,,,,1614,,
,,,,,,,1615,,
,,,,,,,1616,,
,,,,,,,1617,,
,,,,,,,1618,,
,,,,,,,1619,,
,,,,,,,1620,,
,,,,,,,1621,,
,,,,,,,1622,,
,,,,,,,1623,,
,,,,,,,1624,,
,,,,,,,1625,,
,,,,,,,1626,,
,,,,,,,1627,,
,,,,,,,1628,,
,,,,,,,1629,,
,,,,,,,1630,,
,,,,,,,1631,,
,,,,,,,1632,,
,,,,,,,1633,,
,,,,,,,1634,,
,,,,,,,1635,,
,,,,,,,1636,,
,,,,,,,1637,,
,,,,,,,1638,,
,,,,,,,1639,,
,,,,,,,1640,,
,,,,,,,1641,,
,,,,,,,1642,,
,,,,,,,1643,,
,,,,,,,1644,,
,,,,,,,1645,,
,,,,,,,1646,,
,,,,,,,1647,,
,,,,,,,1648,,
,,,,,,,1649,,
,,,,,,,1650,,
,,,,,,,1651,,
,,,,,,,1652,,
,,,,,,,1653,,
,,,,,,,1654,,
,,,,,,,1655,,
,,,,,,,1656,,
,,,,,,,1657,,
,,,,,,,1658,,
,,,,,,,1659,,
,,,,,,,1660,,
,,,,,,,1661,,
,,,,,,,1662,,
,,,,,,,1663,,
,,,,,,,1664,,
,,,,,,,1665,,
,,,,,,,1666,,
,,,,,,,1667,,
,,,,,,,1668,,
,,,,,,,1669,,
,,,,,,,1670,,
,,,,,,,1671,,
,,,,,,,1672,,
,,,,,,,1673,,
,,,,,,,1674,,
,,,,,,,1675,,
,,,,,,,1676,,
,,,,,,,1677,,
,,,,,,,1678,,
,,,,,,,1679,,
,,,,,,,1680,,
,,,,,,,1681,,
,,,,,,,1682,,
,,,,,,,1683,,
,,,,,,,1684,,
,,,,,,,1685,,
,,,,,,,1686,,
,,,,,,,1687,,
,,,,,,,1688,,
,,,,,,,1689,,
,,,,,,,1690,,
,,,,,,,1691,,
,,,,,,,1692,,
,,,,,,,1693,,
,,,,,,,1694,,
,,,,,,,1695,,
,,,,,,,1696,,
,,,,,,,1697,,
,,,,,,,1698,,
,,,,,,,1699,,
,,,,,,,1700,,
,,,,,,,1701,,
,,,,,,,1702,,
,,,,,,,1703,,
,,,,,,,1704,,
,,,,,,,1705,,
,,,,,,,1706,,
,,,,,,,1707,,
,,,,,,,1708,,
,,,,,,,1709,,
,,,,,,,1710,,
,,,,,,,1711,,
,,,,,,,1712,,
,,,,,,,1713,,
,,,,,,,1714,,
,,,,,,,1715,,
,,,,,,,1716,,
,,,,,,,1717,,
,,,,,,,1718,,
,,,,,,,1719,,
,,,,,,,1720,,
,,,,,,,1721,,
,,,,,,,1722,,
,,,,,,,1723,,
,,,,,,,1724,,
,,,,,,,1725,,
,,,,,,,1726,,
,,,,,,,1727,,
,,,,,,,1728,,
,,,,,,,1729,,
,,,,,,,1730,,
,,,,,,,1731,,
,,,,,,,1732,,
,,,,,,,1733,,
,,,,,,,1734,,
,,,,,,,1735,,
,,,,,,,1736,,
,,,,,,,1737,,
,,,,,,,1738,,
,,,,,,,1739,,
,,,,,,,1740,,
,,,,,,,1741,,
,,,,,,,1742,,
,,,,,,,1743,,
,,,,,,,1744,,
,,,,,,,1745,,
,,,,,,,1746,,
,,,,,,,1747,,
,,,,,,,1748,,
,,,,,,,1749,,
,,,,,,,1750,,
,,,,,,,1751,,
,,,,,,,1752,,
,,,,,,,1753,,
,,,,,,,1754,,
,,,,,,,1755,,
,,,,,,,1756,,
,,,,,,,1757,,
,,,,,,,1758,,
,,,,,,,1759,,
,,,,,,,1760,,
,,,,,,,1761,,
,,,,,,,1762,,
,,,,,,,1763,,
,,,,,,,1764,,
,,,,,,,1765,,
,,,,,,,1766,,
,,,,,,,1767,,
,,,,,,,1768,,
,,,,,,,1769,,
,,,,,,,1770,,
,,,,,,,1771,,
,,,,,,,1772,,
,,,,,,,1773,,
,,,,,,,1774,,
,,,,,,,1775,,
,,,,,,,1776,,
,,,,,,,1777,,
,,,,,,,1778,,
,,,,,,,1779,,
,,,,,,,1780,,
